City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Port Blair,IN,11.6667,92.75,82.13,79,2,1.7,clear sky
457,Balatonkenese,HU,47.0402,18.1067,49.96,72,6,2.62,clear sky
458,San Quintin,MX,30.4833,-115.95,68.0,65,2,12.48,clear sky
459,Bathsheba,BB,13.2167,-59.5167,81.21,61,75,14.32,broken clouds
460,Sawakin,SD,19.1059,37.3321,86.29,72,0,0.87,clear sky
461,Malangali,TZ,-8.5667,34.85,60.13,87,46,11.39,scattered clouds
462,Abu Samrah,SY,35.3029,37.1841,65.73,71,0,13.33,clear sky
463,The Valley,AI,18.217,-63.0578,82.81,69,20,13.8,few clouds
464,Kampong Chhnang,KH,12.1667,104.55,82.6,76,89,2.26,overcast clouds
465,Kushiro,JP,42.975,144.3747,50.76,81,98,5.88,overcast clouds
466,Vanimo,PG,-2.6741,141.3028,75.83,89,100,3.8,moderate rain
467,Valleyview,CA,55.0667,-117.2859,75.24,41,42,14.97,scattered clouds
468,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,70,75,4.61,broken clouds
469,Palmer,US,42.1584,-72.3287,76.96,40,86,1.01,overcast clouds
470,Navalcarnero,ES,40.2891,-4.012,67.15,55,3,4.36,clear sky
471,Alyangula,AU,-13.8483,136.4192,71.47,94,63,8.1,broken clouds
472,Grand Gaube,MU,-20.0064,57.6608,73.38,79,67,5.01,broken clouds
473,Tautira,PF,-17.7333,-149.15,86.02,65,46,11.56,scattered clouds
474,Grindavik,IS,63.8424,-22.4338,46.35,87,75,18.41,broken clouds
475,Prado,BR,-17.3411,-39.2208,74.03,83,83,6.44,broken clouds
476,Junagarh,IN,19.8667,82.9333,84.97,59,88,3.0,overcast clouds
477,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,66,40,3.38,scattered clouds
478,Kalmunai,LK,7.4167,81.8167,79.88,80,14,2.53,few clouds
479,Kautokeino,NO,69.0125,23.0412,53.62,61,3,2.91,clear sky
480,Fort Nelson,CA,58.8053,-122.7002,83.79,21,75,17.27,broken clouds
481,Namatanai,PG,-3.6667,152.4333,78.3,89,99,6.58,light rain
482,Missungwi,TZ,-2.85,33.0833,67.73,61,96,5.32,overcast clouds
483,Hammerfest,NO,70.6634,23.6821,43.25,93,20,4.61,few clouds
484,Svetlogorsk,BY,52.6333,29.7333,48.69,77,80,7.36,broken clouds
485,Moose Factory,CA,51.2585,-80.6094,48.2,71,20,6.91,few clouds
486,Hofn,IS,64.2539,-15.2082,45.59,83,6,26.57,clear sky
487,Slave Lake,CA,55.2834,-114.769,69.78,52,1,11.5,clear sky
488,Kaitangata,NZ,-46.2817,169.8464,51.93,71,100,6.98,overcast clouds
489,Abbeville,FR,50.1,1.8333,65.28,90,6,8.12,clear sky
490,Blagoveshchenka,RU,52.8333,79.8667,66.43,50,67,7.07,broken clouds
491,Ingham,US,42.6,-84.3833,76.77,41,75,6.91,broken clouds
492,Fereydun Kenar,IR,36.6864,52.5225,74.25,72,0,13.04,clear sky
493,Ust-Uda,RU,54.1742,103.0304,49.05,75,76,3.83,broken clouds
494,Trat,TH,12.5,102.5,76.96,95,27,0.43,scattered clouds
495,Corning,US,42.1428,-77.0547,74.25,47,100,2.46,overcast clouds
496,Polunochnoye,RU,60.8697,60.4153,40.46,68,80,6.15,broken clouds
497,Santa Cruz Del Sur,CU,20.7147,-77.9956,84.13,66,31,2.62,scattered clouds
498,Pokhara,NP,28.2333,83.9833,68.23,79,1,4.9,clear sky
499,Inuvik,CA,68.3499,-133.7218,38.41,72,90,10.36,light rain
500,Vezirkopru,TR,41.1436,35.4547,57.69,96,98,2.64,overcast clouds
501,Najran,SA,17.4924,44.1277,83.05,17,7,2.57,clear sky
502,Shingu,JP,33.7333,135.9833,68.92,80,100,5.44,overcast clouds
503,Eyl,SO,7.9803,49.8164,79.57,76,95,18.63,overcast clouds
504,Oistins,BB,13.0667,-59.5333,80.69,61,75,16.11,broken clouds
505,Xining,CN,36.6167,101.7667,50.7,59,100,3.27,overcast clouds
506,Dothan,US,31.2232,-85.3905,88.74,50,90,1.99,overcast clouds
507,Niono,ML,14.2526,-5.993,99.59,17,90,2.64,overcast clouds
508,Mackenzie,CA,55.2999,-123.1698,68.22,56,90,12.66,overcast clouds
509,Lydenburg,ZA,-25.0978,30.4597,45.27,88,53,2.95,light rain
510,Dorado,PR,18.4588,-66.2677,84.18,75,75,15.26,broken clouds
511,Feicheng,CN,35.2606,117.9675,70.75,85,100,8.66,overcast clouds
512,Meadow Lake,US,34.8014,-106.5436,82.47,21,0,8.57,clear sky
513,Kropotkin,RU,45.4375,40.5756,63.21,98,96,2.53,overcast clouds
514,Shiraz,IR,29.6036,52.5388,80.04,13,0,4.61,clear sky
515,Serenje,ZM,-13.2325,30.2352,61.27,72,87,5.5,overcast clouds
516,Banda Aceh,ID,5.5577,95.3222,80.02,81,99,7.49,overcast clouds
517,Kedzierzyn-Kozle,PL,50.3498,18.2261,58.33,69,95,4.88,overcast clouds
518,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,63,40,12.57,scattered clouds
519,Kinsale,IE,51.7075,-8.5306,56.23,87,75,12.01,broken clouds
520,Vaitape,PF,-16.5167,-151.75,79.9,69,67,14.07,broken clouds
521,Talnakh,RU,69.4865,88.3972,29.82,94,74,8.39,broken clouds
522,Aripuana,BR,-9.1667,-60.6333,79.23,59,83,1.57,broken clouds
523,Jijiga,ET,9.35,42.8,62.71,84,24,12.64,few clouds
524,Mogok,MM,22.9167,96.5,67.6,87,98,2.46,overcast clouds
525,Balykshi,KZ,47.0667,51.8667,66.2,82,0,4.47,clear sky
526,Zunyi,CN,27.6867,106.9072,64.98,94,99,2.62,overcast clouds
527,Ilulissat,GL,69.2167,-51.1,36.88,72,23,5.97,few clouds
528,Denpasar,ID,-8.65,115.2167,74.86,94,20,5.08,few clouds
529,Port-Cartier,CA,50.0334,-66.8654,61.02,84,90,8.12,overcast clouds
530,Dhidhdhoo,MV,6.8833,73.1,82.98,72,77,16.62,broken clouds
531,Nhulunbuy,AU,-12.2333,136.7667,75.81,94,40,6.91,scattered clouds
532,Butler,US,39.4501,-84.5666,75.33,46,1,7.38,clear sky
533,Verkhoyansk,RU,67.5447,133.385,63.52,44,26,3.83,scattered clouds
534,Paamiut,GL,61.994,-49.6678,35.29,88,100,7.31,overcast clouds
535,Igarka,RU,67.4667,86.5833,34.0,88,81,14.81,broken clouds
536,Laguna De Perlas,NI,12.3429,-83.6712,86.09,75,98,10.89,overcast clouds
537,Jiuquan,CN,39.7432,98.5174,51.87,12,63,3.85,broken clouds
538,Wiarton,CA,44.7407,-81.1332,66.65,55,20,10.36,few clouds
539,Baripada,IN,21.935,86.7214,81.34,72,32,5.08,scattered clouds
540,Levelland,US,33.5873,-102.378,77.2,39,76,4.85,broken clouds
541,Dillon,US,34.4166,-79.3712,86.49,48,99,10.0,overcast clouds
542,Haines Junction,CA,60.7522,-137.5108,64.35,22,24,8.05,few clouds
543,Beaverlodge,CA,55.2166,-119.4361,76.35,45,59,15.7,broken clouds
544,Monte Azul,BR,-15.155,-42.8747,73.69,38,99,4.32,overcast clouds
545,Santa Maria,BR,-29.6842,-53.8069,60.1,77,0,4.16,clear sky
546,Jinka,ET,5.65,36.65,64.47,75,66,7.05,broken clouds
547,Beringovskiy,RU,63.05,179.3167,32.0,81,100,12.75,overcast clouds
548,Arroyo,ES,41.6096,-4.7969,60.15,80,0,4.7,clear sky
549,Camana,PE,-16.6228,-72.7111,66.54,83,97,7.85,overcast clouds
550,Vardo,NO,70.3705,31.1107,48.4,92,97,16.6,overcast clouds
551,Xuddur,SO,4.1213,43.8894,73.58,69,94,19.08,overcast clouds
552,Qingdao,CN,36.0986,120.3719,69.4,88,75,12.06,broken clouds
553,Georgiyevka,KZ,43.0369,74.7114,71.64,37,0,4.29,clear sky
554,Sechura,PE,-5.5569,-80.8222,74.12,63,81,18.97,broken clouds
555,Okha,RU,53.5739,142.9478,49.06,79,61,8.46,light rain
556,Borogontsy,RU,62.6683,131.1683,58.8,50,3,4.45,clear sky
557,Rocha,UY,-34.4833,-54.3333,61.16,58,100,12.53,moderate rain
558,El Penol,CO,1.4599,-77.4454,67.41,88,81,5.32,moderate rain
559,Jakar,BT,27.5492,90.7525,53.53,95,91,0.98,overcast clouds
560,Kloulklubed,PW,7.0419,134.2556,79.3,76,57,10.92,broken clouds
561,Bay City,US,43.5945,-83.8889,77.67,35,40,6.44,scattered clouds
562,Qurayyat,SA,31.3318,37.3428,77.18,31,0,10.6,clear sky
563,Paragominas,BR,-2.9667,-47.4833,78.87,70,82,3.65,broken clouds
564,Zaoyang,CN,32.1272,112.7542,76.42,70,78,6.35,broken clouds
565,Ravar,IR,31.2656,56.8055,84.29,10,0,2.95,clear sky
566,Vertientes,CU,21.2594,-78.1464,79.3,79,43,8.46,scattered clouds
567,Fairbanks,US,64.8378,-147.7164,64.22,61,90,0.0,moderate rain
568,Souillac,MU,-20.5167,57.5167,73.36,88,40,12.82,scattered clouds
569,Japura,ID,-0.3167,102.35,74.77,95,39,2.51,scattered clouds
570,Kidal,ML,18.4411,1.4078,94.17,8,1,3.85,clear sky
571,Vihti,FI,60.417,24.3197,54.34,69,96,1.99,overcast clouds
572,Amli,IN,20.2833,73.0167,82.38,83,76,1.83,broken clouds
573,Dalbandin,PK,28.8947,64.4101,87.04,6,0,5.12,clear sky
574,Nieuw Amsterdam,SR,5.8833,-55.0833,82.56,74,20,6.06,few clouds
575,Tamandare,BR,-8.7597,-35.1047,76.17,74,79,5.1,broken clouds
576,Gazanjyk,TM,39.2446,55.5154,79.7,36,0,4.85,clear sky
577,San Policarpo,PH,12.1791,125.5072,80.13,78,100,11.7,overcast clouds
578,Kungurtug,RU,50.5994,97.5228,35.37,75,1,2.19,clear sky
579,Yoichi,JP,43.2039,140.7703,57.78,73,100,1.3,overcast clouds
580,Umba,RU,66.6871,34.3429,47.05,81,71,6.93,broken clouds
581,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,63,8,12.5,clear sky
582,San Rafael,AR,-34.6177,-68.3301,57.69,55,80,8.41,broken clouds
583,Chapais,CA,49.7834,-74.8492,64.18,60,86,9.01,overcast clouds
584,Chopda,IN,21.25,75.3,85.55,56,100,6.89,overcast clouds
585,Nyuksenitsa,RU,60.4128,44.2397,42.22,90,72,4.7,broken clouds
586,Nioro,GM,13.35,-15.75,81.59,50,55,9.4,broken clouds
587,Goderich,CA,43.7501,-81.7165,71.92,35,4,8.05,clear sky
588,Ryotsu,JP,38.0833,138.4333,62.56,71,100,4.05,overcast clouds
589,Birao,CF,10.2849,22.7882,75.56,74,100,9.75,overcast clouds
590,Brae,GB,60.3964,-1.353,48.11,84,9,4.59,clear sky
591,Rawson,AR,-43.3002,-65.1023,46.45,61,4,24.72,clear sky
592,Lazaro Cardenas,MX,17.9583,-102.2,88.2,59,96,11.74,overcast clouds
593,Hakkari,TR,37.5833,44.1667,52.11,40,0,5.39,clear sky
594,Bailieborough,IE,53.9167,-6.9667,50.94,95,45,5.21,scattered clouds
595,Aktas,KZ,49.7789,72.9608,58.75,73,74,4.74,broken clouds
596,Odweyne,SO,9.4092,45.064,74.43,61,93,19.17,overcast clouds
597,Burnie,AU,-41.0667,145.9167,46.92,79,99,3.44,overcast clouds
598,Bushehr,IR,28.9684,50.8385,91.49,49,0,11.5,clear sky
599,Porto Murtinho,BR,-21.6989,-57.8825,77.4,51,0,3.96,clear sky
600,Tromso,NO,69.6496,18.957,53.62,58,0,5.75,clear sky
601,Avera,US,33.194,-82.5271,85.71,29,89,3.27,overcast clouds
602,Homer,US,59.6425,-151.5483,57.07,72,63,7.25,light rain
603,Krasnyy Chikoy,RU,50.3643,108.7512,36.72,99,100,2.86,overcast clouds
604,Lerwick,GB,60.1545,-1.1494,48.2,85,7,7.29,clear sky
605,Nuevitas,CU,21.5453,-77.2644,80.87,78,19,11.32,few clouds
606,Korla,CN,41.7597,86.1469,74.08,29,95,7.23,overcast clouds
607,Florida,US,28.7505,-82.5001,93.09,31,40,3.0,scattered clouds
608,Shimanovsk,RU,52.0,127.7,56.3,81,100,7.52,overcast clouds
609,Iralaya,HN,15.0,-83.2333,89.69,68,11,10.58,few clouds
610,Rawlins,US,41.7911,-107.2387,71.33,20,88,14.23,overcast clouds
611,Buala,SB,-8.145,159.5921,82.36,81,100,7.31,light rain
612,Salamiyah,SY,35.0113,37.0532,64.67,74,0,13.89,clear sky
613,Mineral Wells,US,32.8085,-98.1128,73.0,68,90,10.36,overcast clouds
614,Wyndham,US,37.6985,-77.6125,78.22,59,100,1.01,overcast clouds
615,Moncton,CA,46.1159,-64.8019,72.05,43,75,14.97,broken clouds
616,Ouargaye,BF,11.5033,0.0572,90.99,42,43,15.41,scattered clouds
617,Ranghulu,CN,46.65,124.8667,60.13,37,100,6.62,overcast clouds
618,Poum,NC,-20.2333,164.0167,71.26,61,14,7.85,few clouds
619,Uyskoye,RU,54.3775,60.0047,53.4,81,73,4.59,broken clouds
620,Mossendjo,CG,-2.9506,12.7261,69.33,99,67,2.53,broken clouds
621,Galle,LK,6.0367,80.217,80.51,82,50,13.22,scattered clouds
622,Mareeba,AU,-17.0,145.4333,65.12,95,94,2.55,overcast clouds
623,La Macarena,CO,2.1837,-73.7849,78.28,92,39,0.49,scattered clouds
624,Tsaratanana,MG,-16.7833,47.65,65.28,82,1,9.53,clear sky
625,Neiafu,TO,-18.65,-173.9833,72.28,94,75,9.22,light rain
626,Manokwari,ID,-0.8667,134.0833,78.19,86,90,7.63,overcast clouds
627,Nueve De Julio,AR,-35.4444,-60.8831,54.72,93,100,6.78,overcast clouds
628,Maraba,BR,-5.3686,-49.1178,82.58,74,0,1.14,clear sky
629,Yeppoon,AU,-23.1333,150.7333,62.38,84,31,8.7,scattered clouds
630,Komsomolskiy,UZ,40.4272,71.7189,78.22,35,71,6.91,broken clouds
631,Tiksi,RU,71.6872,128.8694,34.59,92,98,4.38,overcast clouds
632,Belle Fourche,US,44.6714,-103.8522,79.09,23,100,5.64,overcast clouds
633,Correntina,BR,-13.3433,-44.6367,74.57,35,31,3.8,scattered clouds
634,Myre,NO,69.1036,15.9492,56.41,77,11,8.12,few clouds
635,Merritt Island,US,28.5392,-80.672,87.19,73,14,5.01,few clouds
636,Chenzhou,CN,25.8,113.0333,74.39,97,99,3.71,overcast clouds
637,Nuuk,GL,64.1835,-51.7216,39.24,76,93,3.51,overcast clouds
638,Sibu,MY,2.3,111.8167,77.31,88,20,3.0,few clouds
639,Guozhen,CN,34.3659,107.359,69.33,69,72,3.11,broken clouds
640,San Pedro,PH,14.35,121.0167,81.63,85,90,5.5,overcast clouds
641,Otukpo,NG,7.1913,8.1329,74.86,83,100,3.58,overcast clouds
642,Silver City,US,32.7701,-108.2803,76.96,81,1,13.29,clear sky
643,Iida,JP,35.5197,137.8207,64.45,96,100,0.45,overcast clouds
644,Manono,CD,-7.3,27.4167,72.72,51,87,3.15,overcast clouds
645,Lahaina,US,20.8783,-156.6825,84.92,63,20,6.91,few clouds
646,Jizan,SA,17.3333,42.6667,88.74,66,5,3.27,clear sky
647,Qarqin,AF,37.4185,66.0436,86.74,18,0,9.66,clear sky
648,Sao Francisco De Assis,BR,-29.5503,-55.1311,58.35,73,78,5.46,broken clouds
649,Buchanan,LR,5.8808,-10.0467,79.05,82,100,5.32,overcast clouds
650,Shar,KZ,49.5886,81.0453,65.68,64,100,2.75,overcast clouds
651,Atasu,KZ,48.6814,71.6433,63.63,70,7,8.1,clear sky
652,Youkounkoun,GN,12.5333,-13.1333,82.35,58,96,4.59,overcast clouds
653,Tlacotepec,MX,20.0667,-97.8667,72.1,77,28,7.52,scattered clouds
654,Roanoke,US,37.271,-79.9414,80.64,57,100,7.0,overcast clouds
655,Ponta Delgada,PT,37.7333,-25.6667,59.72,63,20,8.05,few clouds
656,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,53.26,70,10,13.38,clear sky
657,Xianyang,CN,34.3378,108.7026,67.24,82,0,2.24,clear sky
658,Kayerkan,RU,69.3497,87.7602,28.72,88,57,7.38,broken clouds
659,Andira,BR,-0.7385,-47.8437,75.49,96,25,4.45,scattered clouds
660,Chifeng,CN,42.2683,118.9636,57.13,72,11,5.93,few clouds
661,Ban Chang,TH,12.7254,101.0553,83.79,84,20,6.91,few clouds
662,Kabalo,CD,-6.05,26.9167,74.64,54,75,2.33,broken clouds
663,Labuhan,ID,-6.8844,112.2051,77.59,88,44,6.62,scattered clouds
664,Karasuk,RU,53.7377,78.0403,59.13,89,57,9.66,broken clouds
665,Suluq,LY,31.6682,20.2521,72.45,51,72,8.14,broken clouds
666,Tapes,BR,-30.6733,-51.3958,58.51,71,46,6.22,scattered clouds
667,Hojai,IN,26.0,92.8667,74.28,96,69,3.53,broken clouds
668,Laje,BR,-10.1833,-40.9667,73.17,58,6,6.38,clear sky
669,Gympie,AU,-26.1898,152.665,57.31,89,77,1.48,broken clouds
670,Hailar,CN,49.2,119.7,46.0,48,0,6.69,clear sky
671,Mudgee,AU,-32.5943,149.5871,39.25,93,99,0.0,overcast clouds
672,Khartoum,SD,15.5518,32.5324,98.02,22,7,6.38,clear sky
673,Batagay,RU,67.6333,134.6333,61.95,50,15,3.6,few clouds
674,Alberton,CA,46.8168,-64.0654,64.53,77,100,8.86,overcast clouds
675,Bismarck,US,46.8083,-100.7837,81.86,32,1,5.99,clear sky
676,Torrington,US,41.8007,-73.1212,76.33,44,100,1.99,overcast clouds
677,Derzhavinsk,KZ,51.1,66.3167,64.6,70,55,12.95,broken clouds
678,Tura,IN,25.5198,90.2201,72.34,95,99,4.41,overcast clouds
679,Dwarka,IN,22.2394,68.9678,83.1,79,12,16.44,few clouds
680,Moron,AR,-34.6534,-58.6198,62.35,64,100,1.01,light rain
681,San Borja,BO,-14.8167,-66.85,76.08,76,61,2.64,broken clouds
682,Eenhana,NA,-17.4667,16.3333,56.95,30,56,5.79,broken clouds
683,Lieksa,FI,63.3167,30.0167,52.41,72,99,6.17,overcast clouds
684,Sanming,CN,26.2486,117.6186,75.36,97,100,1.9,overcast clouds
685,Liancheng,CN,24.0519,105.075,66.96,95,92,1.77,overcast clouds
